seed_run,raw_bump_in_mae,raw_outside_far,raw_outside_mean_d_hat,raw_peak_time_error,raw_peak_value_error,raw_shape_corr,q40_bump_in_mae,q40_outside_far,q40_outside_mean_d_hat,q40_peak_time_error,q40_peak_value_error,q40_shape_corr,r46b_bump_in_mae,r46b_outside_far,r46b_outside_mean_d_hat,r46b_peak_time_error,r46b_peak_value_error,r46b_shape_corr,r46b_selection_status,r46b_selection_stage,r46b_theta_drop,q40_eval_recall,r46b_eval_recall,q40_eval_far,r46b_eval_far,dropped_positive_strong,dropped_positive_weak,dropped_false_positive_strong,dropped_false_positive_weak,r46b_minus_q40_outside_far,r46b_minus_q40_bump_in_mae,r46b_minus_q40_shape_corr
no_tv,0.8065747770085088,1.0,0.9992798242744064,99.42857142857144,2.6078186857142853,-0.1267753678248214,1.3176628928414622,0.6121372031662269,0.5993710877095529,99.42857142857144,2.6377492194894683,-0.0404686991718451,1.3176628928414622,0.6121372031662269,0.5993710877095529,99.42857142857144,2.6377492194894683,-0.0404686991718451,valid,relax_005,0.05,0.5038065382892969,0.5038065382892969,0.6121372031662269,0.6121372031662269,0,0,0,0,0.0,0.0,0.0
