seed_run,raw_bump_in_mae,raw_outside_far,raw_outside_mean_d_hat,raw_peak_time_error,raw_peak_value_error,raw_shape_corr,q40_bump_in_mae,q40_outside_far,q40_outside_mean_d_hat,q40_peak_time_error,q40_peak_value_error,q40_shape_corr,r46b_bump_in_mae,r46b_outside_far,r46b_outside_mean_d_hat,r46b_peak_time_error,r46b_peak_value_error,r46b_shape_corr,r46b_selection_status,r46b_selection_stage,r46b_theta_drop,q40_eval_recall,r46b_eval_recall,q40_eval_far,r46b_eval_far,dropped_positive_strong,dropped_positive_weak,dropped_false_positive_strong,dropped_false_positive_weak,r46b_minus_q40_outside_far,r46b_minus_q40_bump_in_mae,r46b_minus_q40_shape_corr
no_ent,0.8026646730497089,1.0,1.0304941181794196,57.57142857142857,2.851513128571429,0.016554381283091,1.3042352294359123,0.5277044854881267,0.5466001929801517,57.285714285714285,2.8829497239888946,0.1375078585551178,1.3042352294359123,0.5277044854881267,0.5466001929801517,57.285714285714285,2.8829497239888946,0.1375078585551178,valid,relax_005,0.05,0.5181370353784147,0.5181370353784147,0.5277044854881267,0.5277044854881267,0,0,0,0,0.0,0.0,0.0
