seed,MSE,MAE,RMSE,R2,scaled_MSE,scaled_MAE,scaled_RMSE,scaled_R2,n_test
42,77.44580078125,6.229844570159912,8.800329208374023,0.33703380582385767,0.9146136045455933,0.677013099193573,0.9563543200492859,0.337033804279795,2612
134,81.84671783447266,6.388125419616699,9.046917915344238,0.2993602851302172,0.9665871262550354,0.6942139863967896,0.9831516146659851,0.29936028000634796,2612
456,98.82952117919922,7.303085803985596,9.941304206848145,0.15398084076483276,1.1671494245529175,0.7936450242996216,1.080346941947937,0.1539808533069048,2612
321,69.20829010009766,5.7204060554504395,8.319151878356934,0.4075500826095575,0.8173308372497559,0.6216511726379395,0.9040635228157043,0.40755008446172747,2612
712,79.74876403808594,6.265910625457764,8.930216789245605,0.3173195312003928,0.9418109655380249,0.6809325218200684,0.9704694747924805,0.3173195367759265,2612
mean±std,81.415819 ± 9.705530,6.381474 ± 0.514348,9.007584 ± 0.528443,0.303049 ± 0.083083,0.961498 ± 0.114620,0.693491 ± 0.055896,0.978877 ± 0.057427,0.303049 ± 0.083083,2612
