seed_run,raw_bump_in_mae,raw_outside_far,raw_outside_mean_d_hat,raw_peak_time_error,raw_peak_value_error,raw_shape_corr,q40_bump_in_mae,q40_outside_far,q40_outside_mean_d_hat,q40_peak_time_error,q40_peak_value_error,q40_shape_corr,r46b_bump_in_mae,r46b_outside_far,r46b_outside_mean_d_hat,r46b_peak_time_error,r46b_peak_value_error,r46b_shape_corr,r46b_selection_status,r46b_selection_stage,r46b_theta_drop,q40_eval_recall,r46b_eval_recall,q40_eval_far,r46b_eval_far,dropped_positive_strong,dropped_positive_weak,dropped_false_positive_strong,dropped_false_positive_weak,r46b_minus_q40_outside_far,r46b_minus_q40_bump_in_mae,r46b_minus_q40_shape_corr
seed_42,1.586262059738806,1.0,2.257555813883648,65.57142857142857,1.792387014285714,0.1291251314545167,1.5274131408863938,0.3757861635220126,1.040741484788534,56.57142857142857,1.0347930639221854,0.0431272577145889,1.5289056781998265,0.3757861635220126,1.040741484788534,57.142857142857146,1.0347930639221854,0.0120077835425688,valid,relax_005,0.5,0.6156716417910447,0.6149253731343284,0.3757861635220126,0.3757861635220126,0,1,0,0,0.0,0.0014925373134326847,-0.031119474172020097
