variant,seed,base_config,train_lr,best_epoch_by_val_pred,best_val_pred,final_epoch,final_val_pred,final_val_align,final_val_ent,final_val_tv,final_val_lag_sup,final_val_lag_posexp,final_val_stage12_lag,final_val_stage12_peak,weighted_final_val_align,weighted_final_val_ent,weighted_final_val_tv,weighted_final_val_lag_sup,weighted_final_val_lag_posexp,q40_bump_in_mae,q40_outside_far,q40_peak_time_error,q40_peak_value_error,q40_shape_corr,q40_eval_recall,q40_eval_far,r46b_eval_recall,r46b_eval_far,overrides
baseline_final,42,configs/multistage_localbump_mixed_balanced_evalsafe_aligned_segmentsplit_v3_nobias_tau1p2_posexp0p1_dense80_lowlr.yaml,0.00025,2,0.48614928785746947,150,0.5992222415700285,4.043977014340506,0.22137073368838664,0.07590155884327307,2.520809552778571,0.4857848633850249,1.2111352402893962,0.7940132587040512,0.40439770143405057,0.00044274146737677326,0.0003795077942163654,0.2520809552778571,0.048578486338502494,1.3192243953535443,0.5778364116094987,56.42857142857143,3.2859393323682653,0.0079790903263063,0.509628302731751,0.5778364116094987,0.509628302731751,0.5778364116094987,{}
