true_lag,n,aligned_mean_pred_expected_lag,noalign_mean_pred_expected_lag
0,2564,1.0617699635319813,0.0
1,12,0.8014491424999998,0.0
2,16,0.9936107031250001,0.0
3,8,1.04014323375,0.0
4,4,0.9471695000000001,0.0
5,4,1.05607495,0.0
6,4,1.116143805,0.0
