variant,seed,base_config,train_lr,best_epoch_by_val_pred,best_val_pred,final_epoch,final_val_pred,final_val_align,final_val_ent,final_val_tv,final_val_lag_sup,final_val_lag_posexp,final_val_stage12_lag,final_val_stage12_peak,weighted_final_val_align,weighted_final_val_ent,weighted_final_val_tv,weighted_final_val_lag_sup,weighted_final_val_lag_posexp,q40_bump_in_mae,q40_outside_far,q40_peak_time_error,q40_peak_value_error,q40_shape_corr,q40_eval_recall,q40_eval_far,r46b_eval_recall,r46b_eval_far,overrides
no_ent,42,configs/multistage_localbump_mixed_balanced_evalsafe_aligned_segmentsplit_v3_nobias_tau1p2_posexp0p1_dense80_lowlr.yaml,0.00025,2,0.48614928785746947,150,0.6103940105633995,4.0798379919502175,2.5714615151711135,0.011816319925815201,2.8287250418268313,0.6424309992027777,1.3597837256890695,0.83095487748742,0.40798379919502176,0.0,5.9081599629076006e-05,0.2828725041826831,0.06424309992027777,1.3042352294359123,0.5277044854881267,57.285714285714285,2.8829497239888946,0.1375078585551178,0.5181370353784147,0.5277044854881267,0.5181370353784147,0.5277044854881267,"{""train.lambda_ent"": 0.0}"
no_tv,42,configs/multistage_localbump_mixed_balanced_evalsafe_aligned_segmentsplit_v3_nobias_tau1p2_posexp0p1_dense80_lowlr.yaml,0.00025,2,0.48614928785746947,150,0.584727844418177,4.093300197901351,0.1748409325075026,0.07916904949199154,2.67622703993695,0.4610998319621321,1.011099205412737,0.8570671716226826,0.40933001979013506,0.0003496818650150052,0.0,0.26762270399369503,0.04610998319621321,1.3176628928414622,0.6121372031662269,99.42857142857144,2.6377492194894683,-0.0404686991718451,0.5038065382892969,0.6121372031662269,0.5038065382892969,0.6121372031662269,"{""train.lambda_tv"": 0.0}"
no_ent_tv,42,configs/multistage_localbump_mixed_balanced_evalsafe_aligned_segmentsplit_v3_nobias_tau1p2_posexp0p1_dense80_lowlr.yaml,0.00025,2,0.48614928785746947,150,0.5940543245218288,4.045645241090318,2.588370263421958,0.013287869397979053,2.4477586338283253,0.6371675106916534,1.4315880468000908,0.7592736040608267,0.4045645241090318,0.0,0.0,0.24477586338283253,0.06371675106916534,1.315717499276925,0.5646437994722955,55.57142857142857,2.9600935910499584,-0.1489062094046977,0.5118674429019257,0.5646437994722955,0.5118674429019257,0.5646437994722955,"{""train.lambda_ent"": 0.0, ""train.lambda_tv"": 0.0}"
no_align,42,configs/multistage_localbump_mixed_balanced_evalsafe_aligned_segmentsplit_v3_nobias_tau1p2_posexp0p1_dense80_lowlr.yaml,0.00025,2,0.48614928785746947,150,0.5749424491705519,4.168542271558849,0.6994795503550392,0.06859308412635028,4.992788150765043,0.4077272322688931,1.0945438720485519,0.9801194801759184,0.0,0.0013989591007100783,0.00034296542063175136,0.49927881507650435,0.04077272322688932,1.352092182033972,0.6411609498680739,99.0,2.4553334123133363,-0.1538180027522504,0.4988804299149126,0.6411609498680739,0.4988804299149126,0.6411609498680739,"{""train.lambda_align"": 0.0}"
no_lag_sup,42,configs/multistage_localbump_mixed_balanced_evalsafe_aligned_segmentsplit_v3_nobias_tau1p2_posexp0p1_dense80_lowlr.yaml,0.00025,2,0.48614928785746947,150,0.5878087686843262,3.8995858322677677,0.10672461512589516,0.06780021210734764,0.0,0.5360071852790351,1.0629348866158554,0.5179137896131418,0.3899585832267768,0.00021344923025179034,0.00033900106053673824,0.0,0.05360071852790352,1.4383256695220388,0.7335092348284961,98.14285714285714,2.38133004151357,-0.1896493233372956,0.4832064487236901,0.7335092348284961,0.4832064487236901,0.7335092348284961,"{""train.lambda_lag_occurrence"": 0.0, ""train.lambda_lag_positive"": 0.0, ""train.lambda_lag_supervision"": 0.0}"
no_lag_posexp,42,configs/multistage_localbump_mixed_balanced_evalsafe_aligned_segmentsplit_v3_nobias_tau1p2_posexp0p1_dense80_lowlr.yaml,0.00025,2,0.48614928785746947,150,0.608787944889728,3.9920294771136757,0.09857901894103481,0.07922589785983672,1.6162598285511742,0.0,1.3065727088816124,0.7012642928002307,0.3992029477113676,0.00019715803788206962,0.0003961294892991836,0.16162598285511742,0.0,1.298829411690969,0.3641160949868074,57.285714285714285,2.383523650064634,-0.1556855231813374,0.5459023734885804,0.3641160949868074,0.5459023734885804,0.3641160949868074,"{""train.lambda_lag_pos_expected_aux"": 0.0}"
