seed,forecast_mae_aligned,forecast_mae_noalign,forecast_rmse_aligned,forecast_rmse_noalign,forecast_r2_aligned,forecast_r2_noalign,block_in_expected_lag_mae_aligned,block_in_expected_lag_mae_noalign,localization_auprc_aligned,localization_auprc_noalign,localization_best_f1_aligned,localization_best_f1_noalign,block_out_false_alarm_rate_aligned,block_out_false_alarm_rate_noalign,d0_mean_pred_expected_lag_aligned,d0_mean_pred_expected_lag_noalign,lagged_expected_lag_mae_aligned,lagged_expected_lag_mae_noalign,lagged_argmax_accuracy_aligned,lagged_argmax_accuracy_noalign,forecast_mae_diff,forecast_rmse_diff,forecast_r2_diff,block_in_expected_lag_mae_diff,localization_auprc_diff,localization_best_f1_diff,block_out_false_alarm_rate_diff,d0_mean_pred_expected_lag_diff,lagged_expected_lag_mae_diff,lagged_argmax_accuracy_diff
seed_42,6.229844570159912,5.757462501525879,8.800329208374023,8.284246444702148,0.33703380582385767,0.4125112998455652,1.7725386781249999,2.6666666666666665,0.021951481114774296,0.0,0.07741935483828212,0.03609022556387433,0.03939157566302652,1.0,1.0617699635319813,0.0,1.7725386781249999,2.6666666666666665,0.0,0.0,-0.4723820686340332,-0.516082763671875,0.07547749402170756,0.8941279885416666,-0.021951481114774296,-0.04132912927440779,0.9606084243369735,-1.0617699635319813,0.8941279885416666,0.0
seed_134,6.388125419616699,6.448637962341309,9.046917915344238,9.076436042785645,0.2993602851302172,0.29478063030467316,1.6571592808333333,2.6666666666666665,0.024353470298665282,0.0,0.08391608391563793,0.03609022556387433,0.03471138845553822,1.0,1.145390564403276,0.0,1.6571592808333333,2.6666666666666665,0.020833333333333332,0.0,0.060512542724609375,0.02951812744140625,-0.004579654825544011,1.0095073858333332,-0.024353470298665282,-0.047825858351763596,0.9652886115444618,-1.145390564403276,1.0095073858333332,-0.020833333333333332
seed_321,5.7204060554504395,6.0123701095581055,8.319151878356934,8.552275657653809,0.4075500826095575,0.37388099709715217,1.6708160770833331,2.6666666666666665,0.0280184874525257,0.0,0.087499999999745,0.03609022556387433,0.10062402496099844,1.0,3.7700105703198123,0.0,1.6708160770833331,2.6666666666666665,0.25,0.0,0.291964054107666,0.233123779296875,-0.03366908551240533,0.9958505895833334,-0.0280184874525257,-0.05140977443587067,0.8993759750390016,-3.7700105703198123,0.9958505895833334,-0.25
seed_456,7.303085803985596,6.1518049240112305,9.941304206848145,8.65414810180664,0.15398084076483276,0.3588759109853179,2.4342670624375002,2.6666666666666665,0.021356179991457086,0.0,0.08211143694990475,0.03609022556387433,0.10881435257410296,1.0,0.24152081749375973,0.0,2.4342670624375002,2.6666666666666665,0.0,0.0,-1.1512808799743652,-1.287156105041504,0.20489507022048514,0.23239960422916628,-0.021356179991457086,-0.046021211386030415,0.891185647425897,-0.24152081749375973,0.23239960422916628,0.0
seed_712,6.265910625457764,6.158771514892578,8.930216789245605,8.746246337890625,0.3173195312003928,0.3451574290325472,1.6401222416666668,2.6666666666666665,0.02181720366667301,0.0,0.05315614617930134,0.03609022556387433,0.32410296411856476,1.0,3.622162882176287,0.0,1.6401222416666668,2.6666666666666665,0.125,0.0,-0.10713911056518555,-0.18397045135498047,0.0278378978321544,1.0265444249999998,-0.02181720366667301,-0.017065920615427006,0.6758970358814352,-3.622162882176287,1.0265444249999998,-0.125
