seed_run,raw_bump_in_mae,raw_outside_far,raw_outside_mean_d_hat,raw_peak_time_error,raw_peak_value_error,raw_shape_corr,q40_bump_in_mae,q40_outside_far,q40_outside_mean_d_hat,q40_peak_time_error,q40_peak_value_error,q40_shape_corr,r46b_bump_in_mae,r46b_outside_far,r46b_outside_mean_d_hat,r46b_peak_time_error,r46b_peak_value_error,r46b_shape_corr,r46b_selection_status,r46b_selection_stage,r46b_theta_drop,q40_eval_recall,r46b_eval_recall,q40_eval_far,r46b_eval_far,dropped_positive_strong,dropped_positive_weak,dropped_false_positive_strong,dropped_false_positive_weak,r46b_minus_q40_outside_far,r46b_minus_q40_bump_in_mae,r46b_minus_q40_shape_corr
baseline_final,0.8088438823600537,1.0,0.998313718364116,35.42857142857143,3.2480821285714288,-0.0133844411056037,1.3192243953535443,0.5778364116094987,0.5580754392755329,56.42857142857143,3.2859393323682653,0.0079790903263063,1.3192243953535443,0.5778364116094987,0.5580754392755329,56.42857142857143,3.2859393323682653,0.0079790903263063,valid,relax_005,0.05,0.509628302731751,0.509628302731751,0.5778364116094987,0.5778364116094987,0,0,0,0,0.0,0.0,0.0
